rank,score,confidence,seniority,company_name,company_url,company_source,title,job_url,type_of_work,hours_per_week,date_updated,salary,estimated_monthly_usd,skill_requirement,why,summary
202,47,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,GoHighLevel (GHL) Implementation Specialist,https://www.onlinejobs.ph/jobseekers/job/GoHighLevel-GHL-Implementation-Specialist-1679797,Any,15,"Jun 30, 2026",5.75,5.75,,"AI/build signals: ai tools | Build surface: website, websites, repo, api, automation, workflow, workflows, gohighlevel | Code/build substrate: repo, api | Trainable language: va, entry-level, learn | Scarcity/seniority signal: lead, expert","GoHighLevel (GHL) Implementation Specialist CaliaOS is seeking an experienced **GoHighLevel (GHL) Implementation Specialist** to onboard insurance agencies and deploy complete CRM, automation, and AI systems. This is not an entry-level position. We are..."
203,47,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Property Operations Coordinator,https://www.onlinejobs.ph/jobseekers/job/Property-Operations-Coordinator-1678405,Full Time,40,"Jun 29, 2026","40,000",689.66,Customer Support Property Management Short Term Rentals,"AI/build signals: chatgpt | Build surface: dashboard, dashboards, repo, api, automation, automations, workflow, wordpress | Code/build substrate: dashboard, dashboards, repo, api | Trainable language: va, sop, learn | Scarcity/seniority signal: lead, mentor",Remote Property Operations Coordinator (AU Short-Term Rentals) Philippines-based | Full-time | AEST-aligned Join One of Australia’s Largest Short-Term Rental Businesses This is a rare long-term opportunity to work directly with one of Australia’s most...
204,47,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Property Operations Coordinator,https://www.onlinejobs.ph/jobseekers/job/Property-Operations-Coordinator-1674337,Full Time,40,"Jun 30, 2026","40,000",689.66,Customer Support Property Management Short Term Rentals,"AI/build signals: chatgpt | Build surface: dashboard, dashboards, repo, api, automation, automations, workflow, wordpress | Code/build substrate: dashboard, dashboards, repo, api | Trainable language: va, sop, learn | Scarcity/seniority signal: lead, mentor",Remote Property Operations Coordinator (AU Short-Term Rentals) Philippines-based | Full-time | AEST-aligned Join One of Australia’s Largest Short-Term Rental Businesses This is a rare long-term opportunity to work directly with one of Australia’s most...
205,47,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Recruitment Marketing & Talent Brand Manager,https://www.onlinejobs.ph/jobseekers/job/Recruitment-Marketing-Talent-Brand-Manager-1657048,Full Time,40,"Jun 26, 2026",$10.00 per hour to $25.00 per hour,4330.0,,"AI/build signals: ai tools | Build surface: website, repo, database, automation, workflow, workflows, ghl | Code/build substrate: repo, database | Trainable language: assistant, va, sop, learn | Scarcity/seniority signal: senior, lead, manager",Recruitment Marketing & Talent Brand Manager Philippines-Based | Independent Contractor | Remote About Garry Howling Recruitment Garry Howling Recruitment is a specialist UK recruitment business operating exclusively within public practice accountancy...
206,47,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Senior SEO & Performance Marketing Specialist (Google Ads & Meta Ads),https://www.onlinejobs.ph/jobseekers/job/Senior-SEO-Performance-Marketing-Specialist-Google-Ads-Meta-Ads-1680741,Full Time,TBD,"Jul 2, 2026",500-600,600.0,,"AI/build signals: claude, chatgpt, ai tools | Build surface: website, websites, repo, html, css, shopify, wordpress | Code/build substrate: repo, html, css | Trainable language: va | Scarcity/seniority signal: senior, manager","We are looking for a long-term, full-time SEO & Performance Marketing Specialist to join our growing team. Your primary responsibility will be to increase organic traffic, improve search engine rankings, and manage high-performing Google Ads and Meta Ads..."
207,47,Adjacent AI web/automation builder,Junior or trainable,Company not exposed,,not_exposed,Systems & Automation Assistant,https://www.onlinejobs.ph/jobseekers/job/Systems-Automation-Assistant-1678867,Full Time,TBD,"Jul 1, 2026",N/A,,Wordpress Google Workspace AI Automation,"AI/build signals: ai automation | Build surface: website, websites, landing page, landing pages, repo, api, database, automation | Code/build substrate: repo, api, database | Trainable language: assistant, va, sop","About the Role A growing multi-vertical company is looking for a detail oriented systems builder to help automate and organize business operations. This role centers on Google Workspace and website management connecting tools, cleaning up workflows, and..."
208,47,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",JSA Interactive Inc,https://jsainteractive.com,inferred_from_listing_header,URGENT!! GoHighLevel (GHL) Specialist - FULLY REMOTE (US EASTERN TIME) +Health Benefits +BONUS +PAID Holidays & Vacation,https://www.onlinejobs.ph/jobseekers/job/URGENT-GoHighLevel-GHL-Specialist-FULLY-REMOTE-US-EASTERN-TIME-Health-Benefits-BONUS-PAID-Holidays-Vacation-1680395,Full Time,40,"Jul 1, 2026","PHP 50,000 TO PHP 80,000",1379.31,CRM GoHighLevel,"AI/build signals: ai tools | Build surface: website, landing page, landing pages, frontend, repo, api, apis, webhook | Code/build substrate: frontend, repo, api, apis, webhook, webhooks | Trainable language: va, sop, learn | Scarcity/seniority signal: lead, architect, advanced, 5+ years",About JSA Interactive JSA Interactive is a performance-driven digital marketing agency with over 15 years of experience helping home service and local service businesses generate high-quality leads and measurable ROI. We manage millions in ad spend across...
209,46,Adjacent AI web/automation builder,Junior or trainable,Patch to Pantry,,exposed_company_or_brand,Kajabi Tech VA - Day Shift (NZ based business),https://www.onlinejobs.ph/jobseekers/job/Kajabi-Tech-VA-Day-Shift-NZ-based-business-1678357,Part Time,10,"Jun 29, 2026",$6-8 USD/h,1385.6,Canva Kajabi,"AI/build signals: claude, chatgpt | Build surface: landing page, landing pages, repo, api, automation, automations, funnel | Code/build substrate: repo, api | Trainable language: va, sop","We’re a female-led, family-run business with a digital membership and other products in the food niche. We’re based in New Zealand and are looking for someone to work the day shift, starting at 10h/week and increasing to 20h/week within 3-6 months - we want..."
210,46,Adjacent AI web/automation builder,"Senior ask, but trainable profile language","Green Thumb Lawn & Landscape Services, A Division of Suncoast Exteriors",,exposed_company_or_brand,Marketing & Growth Coordinator,https://www.onlinejobs.ph/jobseekers/job/Marketing-Growth-Coordinator-1678708,Part Time,20,"Jun 29, 2026",$4.50–$6.00 USD/hour,1039.2,CRM Social Media Content Creation Lead Generation,"AI/build signals: chatgpt, ai tools | Build surface: website, react, repo, api, workflow, workflows, ghl | Code/build substrate: react, repo, api | Trainable language: va, learn | Scarcity/seniority signal: lead","Marketing & Growth Coordinator (Remote) Part-Time | 15–20 Hours Per Week | Long-Term Opportunity ABOUT US Green Thumb Lawn & Landscape Services, A Division of Suncoast Exteriors is a growing lawn and landscape company serving residential and commercial..."
211,46,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Remote General Manager / Business Operations Manager for Hawaii Prefab Company,https://www.onlinejobs.ph/jobseekers/job/Remote-General-Manager-Business-Operations-Manager-for-Hawaii-Prefab-Company-1677472,Full Time,40,"Jun 27, 2026","$2,000/month",2000.0,Marketing Management Services,"AI/build signals: chatgpt, ai tools | Build surface: dashboard, dashboards, repo, workflow, workflows, ghl | Code/build substrate: dashboard, dashboards, repo | Trainable language: va, sop, templates | Scarcity/seniority signal: lead, manager","Paa Prefab is a growing prefab housing and building-products company on the Big Island of Hawaii. We sell prefab buildings, storage and office units, container-style spaces, and related building products for customers who need practical, affordable space. I..."
212,46,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Shopify Web Developer / Shopify Expert (Long-Term),https://www.onlinejobs.ph/jobseekers/job/Shopify-Web-Developer-Shopify-Expert-Long-Term-1680099,Part Time,TBD,"Jul 1, 2026",N/A,,E-Commerce Management Shopify Web Development,"AI/build signals: chatgpt, ai tools | Build surface: website, github, repo, html, css, javascript, shopify | Code/build substrate: github, repo, html, css, javascript | Trainable language: va, learn | Scarcity/seniority signal: expert","Role We are looking for an experienced Shopify Web Developer / Shopify Expert to join our team on a long-term basis. You will be responsible for building our new Shopify website from the ground up, while also maintaining, improving, and optimizing our..."
213,45,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",HSA,,inferred_from_listing_header,Customer Service Representative/Personal Assistant,https://www.onlinejobs.ph/jobseekers/job/Customer-Service-RepresentativePersonal-Assistant-1680345,Full Time,30,"Jul 1, 2026",$3,3.0,Administrative Management Customer Service AI Automation,"AI/build signals: ai automation | Build surface: repo, api, automation, automations, workflow, workflows, ghl | Code/build substrate: repo, api | Trainable language: assistant, va, virtual assistant | Scarcity/seniority signal: advanced","Job Description: We are seeking a highly organized, proactive, and detail-oriented Personal Assistant / Customer Service Representative to support our growing U.S.-based company. This is a long-term remote opportunity (30 hours per week) for someone who..."
214,45,Adjacent AI web/automation builder,"Senior ask, but trainable profile language",Company not exposed,,not_exposed,Hiring: Social Media Growth Manager & Virtual Assistant for Fitness Influencer Coaching Business,https://www.onlinejobs.ph/jobseekers/job/Hiring-Social-Media-Growth-Manager-Virtual-Assistant-for-Fitness-Influencer-Coaching-Business-1677282,Any,40,"Jun 26, 2026",400-600/month,600.0,Social Media Content Creation Social Media Management AI Video Creation,"AI/build signals: ai tools | Build surface: repo, api, automation, workflow, ghl, funnel, funnels | Code/build substrate: repo, api | Trainable language: assistant, va, virtual assistant | Scarcity/seniority signal: lead, manager, advanced","We are looking for a highly skilled and results-driven Social Media Growth Manager & Virtual Assistant to help build and scale a fitness influencer brand and online coaching business across Instagram, TikTok, Facebook, YouTube Shorts, and other relevant..."
